Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
Emerging market and developing economies,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,Commodity Coal Price Index includes Australian and South African Coal,"Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Coal, South African export price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Lamb, frozen carcass Smithfield London, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,"Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,Commodity Timber Index includes Hardwood and Softwood Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,Commodity Wool Index includes Coarse and Fine Wool Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging market and developing economies,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging market and developing economies,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Tin, standard grade, LME spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Zinc, high grade 98% pure, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging market and developing economies,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Gross domestic product, constant prices",Percent change,,,5.363,-0.85,7.222,6.317,5.716,5.56,5.431,5.298,
Emerging and developing Asia,"Gross domestic product, constant prices",Percent change (market exchange rates),,,,,,,,,,,
Emerging and developing Asia,"Gross domestic product, current prices",U.S. dollars,Billions,,"20,553.65","20,758.97","23,288.32","25,485.81","27,601.40","29,802.86","32,112.09","34,515.01",
Emerging and developing Asia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,,"42,389.31","42,453.18","47,120.77","51,467.30","55,700.75","60,135.29","64,775.54","69,617.33",
Emerging and developing Asia,"Gross domestic product, deflator","Index, 2000=100",,,,,,,,,,,
Emerging and developing Asia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,,"11,122.86","10,933.53","11,633.36","12,282.64","12,899.82","13,531.88","14,181.51","14,847.63",
Emerging and developing Asia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,,"11,592.30","11,532.30","12,712.63","13,791.58","14,829.23","15,910.40","17,036.42","18,206.25",
Emerging and developing Asia,Output gap,Percent of potential GDP,,,,,,,,,,,
Emerging and developing Asia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,31.419,32.166,32.579,33.027,33.705,34.43,35.149,35.845,
Emerging and developing Asia,Investment,Percent of GDP,,,39.11,38.933,39.008,39.315,39.357,39.238,39.03,38.853,
Emerging and developing Asia,Gross national savings,Percent of GDP,,,39.544,40.559,40.074,40.238,40.191,39.79,39.285,38.854,
Emerging and developing Asia,"Inflation, average consumer prices",Percent change,,,3.282,3.119,2.324,2.741,2.725,2.734,2.723,2.735,
Emerging and developing Asia,"Inflation, end of period consumer prices",Percent change,,,4.657,1.18,2.932,2.778,2.701,2.739,2.724,2.736,
Emerging and developing Asia,Three-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Emerging and developing Asia,Trade volume of goods and services,Percent change,,,,,,,,,,,
Emerging and developing Asia,Volume of imports of goods and services,Percent change,,,-3.058,-5.503,14.644,8.191,6.503,5.623,5.445,5.483,
Emerging and developing Asia,Volume of imports of goods,Percent change,,,-1.089,-1.96,13.198,7.269,5.153,5.684,5.543,5.537,
Emerging and developing Asia,Volume of exports of goods and services,Percent change,,,0.255,-1.693,15.52,5.361,5.441,4.707,4.772,4.805,
Emerging and developing Asia,Volume of exports of goods,Percent change,,,-0.58,0.711,15.675,5.245,5.078,4.465,4.581,4.597,
Emerging and developing Asia,Terms of trade of goods and services,Percent change,,,-1.136,3.398,-3.853,0.827,-0.135,-0.366,-0.691,-0.639,
Emerging and developing Asia,Terms of trade of goods,Percent change,,,1.171,4.48,-6.648,1.984,0.372,0.333,0.096,0.096,
Emerging and developing Asia,Export price of manufactures,"U.S. dollars; index, 2000=100",,,,,,,,,,,
Emerging and developing Asia,Export price of manufactures,U.S. dollars; annual percent change,,,,,,,,,,,
Emerging and developing Asia,Unemployment rate,Percent of total labor force,,,,,,,,,,,
Emerging and developing Asia,Employment,"Index, 2000=100",,,,,,,,,,,
Emerging and developing Asia,General government revenue,Percent of GDP,,,24.943,23.018,23.471,23.582,23.678,24.088,24.47,24.84,
Emerging and developing Asia,General government total expenditure,Percent of GDP,,,30.813,33.533,31.309,30.511,29.885,29.787,29.64,29.609,
Emerging and developing Asia,General government net lending/borrowing,Percent of GDP,,,-5.871,-10.515,-7.838,-6.929,-6.206,-5.699,-5.17,-4.769,
Emerging and developing Asia,General government structural balance,Percent of potential GDP,,,,,,,,,,,
Emerging and developing Asia,General government primary net lending/borrowing,Percent of GDP,,,-4.364,-8.871,-6.22,-5.268,-4.508,-3.982,-3.428,-3.013,
Emerging and developing Asia,General government net debt,Percent of GDP,,,,,,,,,,,
Emerging and developing Asia,General government gross debt,Percent of GDP,,,56.651,66.308,69.147,71.421,73.088,74.55,75.747,76.786,
Emerging and developing Asia,Current account balance,U.S. dollars,Billions,,92.636,338.652,249.628,236.752,231.715,167.001,85.275,3.989,
Emerging and developing Asia,Current account balance,Percent of GDP,,,0.451,1.631,1.072,0.929,0.84,0.56,0.266,0.012,
Emerging and developing Asia,Imports of goods and services,U.S. dollars,Billions,,"4,377.54","3,988.95","4,961.69","5,372.91",n/a,n/a,n/a,n/a,
Emerging and developing Asia,Exports of goods and services,U.S. dollars,Billions,,"4,454.15","4,370.98","5,271.16","5,606.83",n/a,n/a,n/a,n/a,
Emerging and developing Asia,Financial account balance,U.S. dollars,Billions,,-52.991,166.22,248.088,236.664,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"Direct investment, net",U.S. dollars,Billions,,-144.835,-167.735,-188.652,-202.227,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"Portfolio investment, net",U.S. dollars,Billions,,-73.482,-96.863,-118.363,-184.15,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"Financial derivatives, net",U.S. dollars,Billions,,-2.566,16.044,11.061,11.291,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"Other investment, net",U.S. dollars,Billions,,70.809,247.365,115.299,221.426,n/a,n/a,n/a,n/a,
Emerging and developing Asia,Change in reserves,U.S. dollars,Billions,,97.699,166.625,427.197,388.121,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total",U.S. dollars,Billions,,"3,847.06","4,185.36","4,687.47","5,176.19",n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total",Percent of GDP,,,18.891,19.349,20.228,20.358,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total",Percent of exports of goods and services,,,86.527,95.908,89.062,92.46,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service",U.S. dollars,Billions,,"2,101.53","2,190.08","2,413.61","2,691.81",n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service",Percent of GDP,,,10.331,10.067,10.399,10.576,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service",Percent of exports of goods and services,,,47.308,50.213,45.876,48.109,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service, interest",U.S. dollars,Billions,,192.229,211.042,234.305,258.115,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service, interest",Percent of GDP,,,0.935,1.017,1.006,1.013,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service, interest",Percent of exports of goods and services,,,4.327,4.838,4.453,4.613,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service, amortization",U.S. dollars,Billions,,"1,909.30","1,979.03","2,179.31","2,433.69",n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service, amortization",Percent of GDP,,,9.289,9.533,9.358,9.549,n/a,n/a,n/a,n/a,
Emerging and developing Asia,"External debt, total debt service, amortization",Percent of exports of goods and services,,,42.984,45.376,41.423,43.498,n/a,n/a,n/a,n/a,
Emerging and developing Asia,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,Commodity Coal Price Index includes Australian and South African Coal,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Coal, South African export price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Lamb, frozen carcass Smithfield London, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,Commodity Timber Index includes Hardwood and Softwood Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,Commodity Wool Index includes Coarse and Fine Wool Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Asia,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Asia,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Tin, standard grade, LME spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Zinc, high grade 98% pure, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
